School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Somerville: E Somerville Community,02740111,Public School,Somerville,MA,02145,"PK,K,01,02,03,04,05,06,07,08",Somerville,02740000,Public School District,,      43,      80,      72,      72,      69,      69,      65,      70,      53,,,,,0.0,     593,     427,72.0,     143,24.1,     141,23.8,     518,  87.4, , , , ,10.3,4.4,63.4,21.6,0.0,0.0,0.3,48.6,51.4,44.1,97.7,42.0,99.5,13.4,"     $26,252,966","  $62,978",    416.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerville: Full Circle High School,02740510,Public School,Somerville,MA,02143,"09,10,11,12",Somerville,02740000,Public School District,,,,,,,,,,,      15,      21,       6,      12,0.0,      54,      13,24.1,       1,1.9,      54,100.0,      43,  79.6, , , , ,31.5,0.0,24.1,40.7,0.0,0.0,3.7,53.7,46.3,9.9,89.9,9.0,88.8,5.5,"     $26,252,966","  $62,978",    416.9,        17,23.5,41.2,0.0,5.9,29.4,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
Somerville: John F Kennedy,02740083,Public School,Somerville,MA,02144,"PK,K,01,02,03,04,05,06,07,08",Somerville,02740000,Public School District,       3,      48,      50,      46,      40,      45,      42,      47,      78,      79,,,,,0.0,     478,     117,24.5,      25,5.2,     144,30.1,     216,  45.2, , , , ,14.2,9.0,14.2,60.7,0.6,0.2,1.0,58.2,41.8,38.0,100.0,35.0,100.0,12.6,"     $26,252,966","  $62,978",    416.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerville: Next Wave Junior High,02740410,Public School,Somerville,MA,02143,"06,07,08",Somerville,02740000,Public School District,,,,,,,,       1,       9,       5,       9,,,,0.0,      24,       5,20.8,       0,0.0,      24,100.0,      20,  83.3, , , , ,16.7,0.0,29.2,54.2,0.0,0.0,0.0,70.8,29.2,4.1,100.0,4.0,100.0,5.9,"     $26,252,966","  $62,978",    416.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerville: Somerville High,02740505,Public School,Somerville,MA,02143,"09,10,11,12",Somerville,02740000,Public School District,,,,,,,,,,,     397,     378,     348,     319,4.0,"   1,446",     756,52.3,     213,14.7,     260,18.0,     971,  67.2, , , , ,15.7,8.6,29.1,43.6,0.2,0.0,2.7,50.3,49.7,130.2,97.7,107.0,95.3,11.1,"     $26,252,966","  $62,978",    416.9,       341,78.0,7.6,0.3,0.3,12.9,0.9,293.0,165.0,56.3,0.0,17.058899999999998,21.1688,18.0723,20.831,4.4477,12.273399999999999,35.13119999999999,71.0,      91,57.0,10.0,3.0,0.0,1.0,9.0,18.0,19.0,25.0,20.0,29.7,70.3,171.0,449.0,472.0
Somerville: West Somerville Neighborhood,02740115,Public School,Somerville,MA,02144,"PK,K,01,02,03,04,05,06,07,08",Somerville,02740000,Public School District,,      41,      43,      40,      30,      30,      30,      35,      45,      50,,,,,0.0,     344,      77,22.4,      18,5.2,      85,24.7,     179,  52.0, , , , ,13.7,7.6,13.1,65.1,0.3,0.0,0.3,52.6,47.4,23.6,100.0,22.0,100.0,14.6,"     $26,252,966","  $62,978",    416.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerville: Winter Hill Community,02740120,Public School,Somerville,MA,02143,"PK,K,01,02,03,04,05,06,07,08",Somerville,02740000,Public School District,,      41,      49,      39,      50,      44,      50,      68,      72,      73,,,,,1.0,     487,     278,57.1,     116,23.8,     127,26.1,     379,  77.8, , , , ,15.0,8.6,35.9,37.4,0.2,0.0,2.9,51.7,48.3,39.0,100.0,36.0,97.2,12.5,"     $26,252,966","  $62,978",    416.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Hadley: Michael E. Smith Middle School,02780305,Public School,South Hadley,MA,01075,"05,06,07,08",South Hadley,02780000,Public School District,,,,,,,     170,     172,     183,     187,,,,,0.0,     712,       8,1.1,       0,0.0,     105,14.7,     118,  16.6, , , , ,2.2,1.5,1.3,89.9,0.3,0.1,4.6,51.0,49.0,51.7,91.1,45.0,89.8,13.8,"      $9,135,259","  $53,236",    171.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Hadley: Mosier,02780020,Public School,South Hadley,MA,01075,"02,03,04",South Hadley,02780000,Public School District,,,,     154,     167,     171,,,,,,,,,0.0,     492,       9,1.8,       5,1.0,      71,14.4,     112,  22.8, , , , ,1.8,1.4,3.0,87.2,0.2,0.4,5.9,44.9,55.1,34.1,100.0,32.0,100.0,14.4,"      $9,135,259","  $53,236",    171.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Hadley: Plains Elementary,02780015,Public School,South Hadley,MA,01075,"PK,K,01",South Hadley,02780000,Public School District,      70,     128,     145,,,,,,,,,,,,0.0,     343,       4,1.2,       0,0.0,      48,14.0,      58,  16.9, , , , ,1.7,2.3,1.7,67.3,0.3,0.0,26.5,49.6,50.4,27.2,96.3,24.0,95.8,12.6,"      $9,135,259","  $53,236",    171.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Hadley: South Hadley High,02780505,Public School,South Hadley,MA,01075,"09,10,11,12",South Hadley,02780000,Public School District,,,,,,,,,,,     193,     197,     177,     155,1.0,     723,       8,1.1,       2,0.3,     110,15.2,      78,  10.8, , , , ,1.9,1.9,2.6,91.3,0.4,0.0,1.8,50.5,49.5,58.8,84.7,48.0,89.2,12.3,"      $9,135,259","  $53,236",    171.6,       165,89.1,2.4,0.6,2.4,5.5,0.0,149.0,126.0,84.6,0.0,28.171799999999994,34.9398,21.4884,34.9398,5.329799999999999,13.4514,49.66019999999999,86.0,     178,35.0,25.0,15.0,7.0,4.0,37.0,55.0,49.0,27.0,10.0,51.7,48.3,117.0,482.0,504.0
South Middlesex Regional Vocational Technical: Joseph P Keefe Technical High School,08290605,Public School,Framingham,MA,01702,"09,10,11,12",South Middlesex Regional Vocational Technical,08290000,Public School District,,,,,,,,,,,     176,     163,     189,     180,4.0,     712,      74,10.4,      39,5.5,     299,42.0,     304,  42.7, , , , ,6.7,0.6,39.5,52.0,0.3,0.0,1.0,61.5,38.5,81.5,97.6,35.0,97.1,8.7,"      $6,151,979","  $62,762",     98.0,       186,86.6,5.4,0.0,1.6,6.5,0.0,168.0,64.0,38.1,0.0,2.9718,29.756099999999996,5.3721000000000005,29.756099999999996,3.5814000000000004,1.1811,8.343900000000001,,,,,,,,,,,,,,,47.0,397.0,408.0
South Shore Charter Public (District): South Shore Charter Public School,04880550,Charter School,Norwell,MA,02061,"K,01,02,03,04,05,06,07,08,09,10,11,12",South Shore Charter Public (District),04880000,Charter District,,      41,      39,      41,      39,      37,      39,      38,      39,      35,      41,      38,      37,      29,1.0,     494,       0,0.0,       0,0.0,      87,17.6,      90,  18.2, , , , ,11.5,2.4,3.6,78.5,0.0,0.0,3.8,54.0,46.0,39.0,64.8,38.0,92.1,12.7,,,,        27,88.9,7.4,0.0,0.0,3.7,0.0,27.0,22.0,81.5,0.0,33.3335,37.0825,11.083999999999998,37.0825,0.0,3.6675,44.4175,9.0,,,,,,,,,,,,,,24.0,477.0,431.0
South Shore Regional Vocational Technical: South Shore Vocational Technical High,08730605,Public School,Hanover,MA,02339,"09,10,11,12",South Shore Regional Vocational Technical,08730000,Public School District,,,,,,,,,,,     159,     154,     143,     136,0.0,     592,       5,0.8,       0,0.0,     170,28.7,      70,  11.8, , , , ,1.4,0.2,3.0,93.6,0.5,0.0,1.4,67.1,32.9,57.6,100.0,25.0,100.0,10.3,"      $3,882,224","  $62,315",     62.3,       132,92.4,4.5,0.0,0.8,2.3,0.0,126.0,52.0,41.3,0.0,12.7204,18.2546,10.325,18.2546,7.1449,3.1801,23.0454,,,,,,,,,,,,,,,49.0,434.0,473.0
Southampton: William E Norris,02750005,Public School,Southampton,MA,01073,"PK,K,01,02,03,04,05,06",Southampton,02750000,Public School District,      33,      69,      72,      75,      74,      67,      76,      72,,,,,,,0.0,     538,       4,0.7,       1,0.2,      83,15.4,      47,   8.7, , , , ,0.4,0.2,1.7,95.9,0.0,0.0,1.9,46.3,53.7,38.9,100.0,35.0,97.1,13.8,"      $2,174,045","  $48,636",     44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southborough: Albert S. Woodward Memorial School,02760050,Public School,Southborough,MA,01772,"02,03",Southborough,02760000,Public School District,,,,     176,     167,,,,,,,,,,0.0,     343,      26,7.6,       7,2.0,      45,13.1,       8,   2.3, , , , ,1.7,8.7,1.7,87.2,0.6,0.0,0.0,48.1,51.9,25.8,96.1,23.0,95.6,13.3,"      $7,117,558","  $57,585",    123.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southborough: Margaret A Neary,02760020,Public School,Southborough,MA,01772,"04,05",Southborough,02760000,Public School District,,,,,,     184,     173,,,,,,,,0.0,     357,      17,4.8,       2,0.6,      46,12.9,       6,   1.7, , , , ,1.1,5.9,0.8,92.2,0.0,0.0,0.0,49.0,51.0,25.5,96.9,23.0,100.0,14.0,"      $7,117,558","  $57,585",    123.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southborough: Mary E Finn School,02760008,Public School,Southborough,MA,01772,"PK,K,01",Southborough,02760000,Public School District,      45,     164,     180,,,,,,,,,,,,0.0,     389,      26,6.7,       9,2.3,      39,10.0,       6,   1.5, , , , ,0.0,8.2,1.8,87.9,0.3,0.0,1.8,56.3,43.7,26.7,92.5,21.0,90.5,14.6,"      $7,117,558","  $57,585",    123.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southborough: P Brent Trottier,02760305,Public School,Southborough,MA,01772,"06,07,08",Southborough,02760000,Public School District,,,,,,,,     185,     157,     167,,,,,0.0,     509,      10,2.0,       1,0.2,      50,9.8,       7,   1.4, , , , ,1.4,5.1,1.8,91.0,0.2,0.2,0.4,48.3,51.7,43.2,95.4,35.0,89.8,11.8,"      $7,117,558","  $57,585",    123.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge: Charlton Street,02770005,Public School,Southbridge,MA,01550,"PK,K,01,02,03,04,05",Southbridge,02770000,Public School District,,,,     198,     186,,,,,,,,,,0.0,     384,      81,21.1,      26,6.8,      57,14.8,     240,  62.5, , , , ,1.0,1.0,34.4,63.5,0.0,0.0,0.0,47.7,52.3,30.2,96.7,27.0,100.0,12.7,"     $10,282,410","  $59,115",    173.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge: Eastford Road,02770010,Public School,Southbridge,MA,01550,"PK,K,01",Southbridge,02770000,Public School District,,     190,     202,,,,,,,,,,,,0.0,     392,      68,17.3,      37,9.4,      39,9.9,     256,  65.3, , , , ,2.8,0.8,24.7,71.2,0.0,0.0,0.5,47.4,52.6,34.2,100.0,30.0,100.0,11.5,"     $10,282,410","  $59,115",    173.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge: Southbridge Academy,02770525,Public School,Southbridge,MA,01550,"06,07,08,09,10,11,12",Southbridge,02770000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $10,282,410","  $59,115",    173.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge: Southbridge High School,02770515,Public School,Southbridge,MA,01550,"09,10,11,12",Southbridge,02770000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $10,282,410","  $59,115",    173.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge: Southbridge Middle School,02770315,Public School,Southbridge,MA,01550,"06,07,08",Southbridge,02770000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $10,282,410","  $59,115",    173.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge: West Street,02770020,Public School,Southbridge,MA,01550,"01,02,03,04,05",Southbridge,02770000,Public School District,      79,,,,,     192,     189,,,,,,,,0.0,     460,     108,23.5,      16,3.5,      88,19.1,     273,  59.3, , , , ,0.7,0.7,32.0,66.3,0.0,0.2,0.2,49.8,50.2,30.0,100.0,23.0,100.0,15.3,"     $10,282,410","  $59,115",    173.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeastern Regional Vocational Technical: Southeastern Regional Vocational Technical,08720605,Public School,South Easton,MA,02375,"09,10,11,12",Southeastern Regional Vocational Technical,08720000,Public School District,,,,,,,,,,,     329,     320,     276,     277,0.0,"   1,202",     167,13.9,      28,2.3,     287,23.9,     389,  32.4, , , , ,21.0,0.3,11.0,63.7,0.6,0.3,3.0,59.2,40.8,109.5,96.8,33.0,89.2,11.0,"      $6,479,551","  $50,621",    128.0,       285,87.4,3.5,2.5,0.7,5.3,0.7,255.0,99.0,38.8,0.7759999999999999,9.8164,21.146,7.061599999999999,20.757999999999996,2.7547999999999995,3.918799999999999,16.878,,,,,,,,,,,,,,,100.0,423.0,416.0
Southern Berkshire: Mt Everett Regional,07650505,Public School,Sheffield,MA,01257,"06,07,08,09,10,11,12",Southern Berkshire,07650000,Public School District,,,,,,,,,      81,      72,      59,      55,      54,      46,0.0,     367,       6,1.6,       2,0.5,      69,18.8,      59,  16.1, , , , ,3.0,0.5,2.2,94.3,0.0,0.0,0.0,49.9,50.1,38.7,75.7,31.0,80.9,9.5,"      $4,428,072","  $47,097",     94.0,        49,85.7,6.1,2.0,0.0,6.1,0.0,42.0,23.0,54.8,0.0,16.6592,26.194399999999995,11.891599999999999,26.194399999999995,4.767599999999999,2.3564,28.550799999999995,20.0,      26,14.0,6.0,0.0,0.0,0.0,3.0,9.0,7.0,5.0,2.0,46.2,53.8,22.0,489.0,510.0
Southern Berkshire: New Marlborough Central,07650018,Public School,Sheffield,MA,01257,"PK,K,01,02,03",Southern Berkshire,07650000,Public School District,       5,      16,      12,      15,      12,       7,,,,,,,,,0.0,      67,       1,1.5,       0,0.0,       6,9.0,      13,  19.4, , , , ,3.0,0.0,0.0,97.0,0.0,0.0,0.0,53.7,46.3,6.6,100.0,5.0,100.0,10.1,"      $4,428,072","  $47,097",     94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Berkshire: South Egremont,07650030,Public School,Sheffield,MA,01257,K,Southern Berkshire,07650000,Public School District,,      10,       5,,,,,,,,,,,,0.0,      15,       0,0.0,       0,0.0,       0,0.0,       3,  20.0, , , , ,6.7,0.0,0.0,93.3,0.0,0.0,0.0,53.3,46.7,1.3,100.0,1.0,100.0,12.0,"      $4,428,072","  $47,097",     94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Berkshire: Undermountain,07650035,Public School,Sheffield,MA,01257,"PK,K,01,02,03,04,05",Southern Berkshire,07650000,Public School District,      13,      61,      41,      42,      55,      69,      62,      62,,,,,,,0.0,     405,       6,1.5,       2,0.5,      68,16.8,      80,  19.8, , , , ,2.7,1.2,2.0,93.6,0.5,0.0,0.0,50.1,49.9,45.2,100.0,35.0,100.0,9.0,"      $4,428,072","  $47,097",     94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Worcester County Regional Vocational School District: Bay Path Regional Vocational Technical High School,08760605,Public School,Charlton,MA,01507,"09,10,11,12",Southern Worcester County Regional Vocational School District,08760000,Public School District,,,,,,,,,,,     315,     287,     257,     247,0.0,"   1,106",      29,2.6,       1,0.1,     204,18.4,     262,  23.7, , , , ,0.2,0.1,8.6,88.3,0.1,0.0,2.7,60.7,39.3,108.0,98.2,52.0,100.0,10.2,"      $6,590,203","  $58,841",    112.0,       264,89.4,3.0,0.4,0.8,6.4,0.0,238.0,82.0,34.5,0.0,13.455,15.5595,5.485500000000001,14.7315,3.795,1.6905000000000001,18.9405,,,,,,,,,,,,,,,57.0,458.0,462.0
Southwick-Tolland-Granville Regional School District: Powder Mill School,07660315,Public School,Southwick,MA,01077,"03,04,05,06",Southwick-Tolland-Granville Regional School District,07660000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $7,217,212","  $50,403",    143.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwick-Tolland-Granville Regional School District: Southwick Regional School,07660505,Public School,Southwick,MA,01077,"07,08,09,10,11,12",Southwick-Tolland-Granville Regional School District,07660000,Public School District,,,,,,,,,,,     154,     161,     139,     163,0.0,     617,       3,0.5,       3,0.5,      66,10.7,      71,  11.5, , , , ,1.3,0.0,1.3,97.1,0.3,0.0,0.0,50.1,49.9,48.6,96.5,38.0,96.0,12.7,"      $7,217,212","  $50,403",    143.2,       167,82.0,9.6,0.6,1.8,6.0,0.0,141.0,106.0,75.2,0.0,26.2448,26.2448,22.7104,25.568,16.3184,2.8575999999999997,48.955200000000005,44.0,      50,38.0,6.0,0.0,0.0,0.0,6.0,14.0,13.0,15.0,2.0,40.0,60.0,99.0,491.0,487.0
Southwick-Tolland-Granville Regional School District: Woodland School,07660010,Public School,Southwick,MA,01077,"PK,K,01,02",Southwick-Tolland-Granville Regional School District,07660000,Public School District,      28,     120,     141,     124,     162,     136,,,,,,,,,0.0,     711,      14,2.0,       6,0.8,      86,12.1,      92,  12.9, , , , ,0.8,1.0,1.3,95.1,0.4,0.1,1.3,54.1,45.9,42.2,100.0,39.0,100.0,16.8,"      $7,217,212","  $50,403",    143.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer-E Brookfield: David Prouty High,07670505,Public School,Spencer,MA,01562,"09,10,11,12",Spencer-E Brookfield,07670000,Public School District,,,,,,,,,,,     179,     200,     140,     137,0.0,     656,       2,0.3,       2,0.3,      43,6.6,     111,  16.9, , , , ,0.9,0.2,3.0,94.2,0.2,0.2,1.4,46.0,54.0,32.3,100.0,26.0,91.9,20.3,"      $8,831,252","  $58,954",    149.8,       160,83.1,6.3,1.3,3.8,5.6,0.0,138.0,96.0,69.6,0.0,22.480799999999995,20.323199999999996,26.796,20.323199999999996,16.703999999999997,8.004,49.276799999999994,35.0,      50,20.0,15.0,0.0,0.0,0.0,4.0,25.0,15.0,4.0,2.0,58.0,42.0,112.0,495.0,500.0
Spencer-E Brookfield: East Brookfield Elementary,07670008,Public School,East Brookfield,MA,01515,"PK,K,01,02,03,04,05,06",Spencer-E Brookfield,07670000,Public School District,      14,      32,      28,      34,      28,      34,      33,      34,,,,,,,0.0,     237,       0,0.0,       0,0.0,      51,21.5,      29,  12.2, , , , ,0.4,0.4,3.0,96.2,0.0,0.0,0.0,50.2,49.8,20.6,100.0,18.0,100.0,11.5,"      $8,831,252","  $58,954",    149.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer-E Brookfield: Knox Trail Middle School,07670415,Public School,Spencer,MA,01562,"05,06,07,08",Spencer-E Brookfield,07670000,Public School District,,,,,,,,,     169,     157,,,,,0.0,     326,       1,0.3,       1,0.3,      52,16.0,      74,  22.7, , , , ,0.0,0.3,3.4,93.3,0.3,0.3,2.5,50.0,50.0,27.9,99.3,23.0,99.1,11.7,"      $8,831,252","  $58,954",    149.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer-E Brookfield: Wire Village School,07670040,Public School,Spencer,MA,01562,"K,01,02,03,04",Spencer-E Brookfield,07670000,Public School District,,,,,,     122,     125,     121,,,,,,,0.0,     368,       2,0.5,       2,0.5,      86,23.4,      95,  25.8, , , , ,1.1,0.3,4.1,91.8,0.3,0.0,2.4,53.5,46.5,25.1,100.0,23.0,100.0,14.7,"      $8,831,252","  $58,954",    149.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Alfred G. Zanetti Montessori Magnet School,02810095,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05,06,07,08",Springfield,02810000,Public School District,     102,      60,      55,      52,      43,      46,      39,      25,      26,      12,,,,,0.0,     460,      59,12.8,      51,11.1,      60,13.0,     295,  64.1, , , , ,24.8,1.1,47.2,18.5,0.2,0.0,8.3,47.2,52.8,38.5,74.0,31.0,75.8,12.0,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Alice B Beal Elementary,02810175,Public School,Springfield,MA,01108,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,,      49,      46,      58,      57,      44,      56,,,,,,,,0.0,     310,      35,11.3,      12,3.9,      40,12.9,     210,  67.7, , , , ,19.0,9.7,38.4,29.0,0.0,0.0,3.9,52.6,47.4,25.4,100.0,20.0,95.1,12.2,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Arthur T Talmadge,02810165,Public School,Springfield,MA,01118,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,,      47,      44,      43,      59,      48,      47,,,,,,,,0.0,     288,      11,3.8,       7,2.4,      29,10.1,     193,  67.0, , , , ,26.4,1.7,27.4,34.0,0.0,0.0,10.4,53.1,46.9,23.4,87.2,18.0,94.6,12.3,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Balliet Preschool,02810003,Public School,Springfield,MA,01109,PK,Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Brightwood,02810025,Public School,Springfield,MA,01107,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,,      71,      80,      69,      61,      61,      64,,,,,,,,0.0,     406,     183,45.1,     149,36.7,      72,17.7,     400,  98.5, , , , ,12.1,0.0,85.2,1.7,0.0,0.2,0.7,46.8,53.2,33.5,88.1,27.0,92.6,12.1,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Chestnut Accelerated Middle School (Talented and Gifted),02810367,Public School,Springfield,MA,01107,"06,07,08",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Conservatory of the Arts,02810475,Public School,Springfield,MA,01105,"06,07,08,09,10,11,12",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Daniel B Brunton,02810035,Public School,Springfield,MA,01128,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      43,     103,      92,      96,      89,      88,      88,,,,,,,,0.0,     599,     124,20.7,      89,14.9,      78,13.0,     411,  68.6, , , , ,21.0,3.3,45.7,26.0,0.0,0.0,3.8,51.6,48.4,47.6,97.9,42.0,97.6,12.6,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Early Childhood Education Center,02810001,Public School,Springfield,MA,01109,"PK,K",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Edward P. Boland School,02810010,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,     126,      94,      95,      77,      84,      97,      72,,,,,,,,0.0,     645,     171,26.5,     105,16.3,     160,24.8,     551,  85.4, , , , ,14.4,0.9,58.9,19.1,0.0,0.0,6.7,57.2,42.8,57.5,87.8,50.0,83.8,11.2,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Elias Brookings,02810030,Public School,Springfield,MA,01105,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,,      50,      52,      54,      41,      51,      45,      66,      64,      62,,,,,0.0,     485,     111,22.9,      81,16.7,     113,23.3,     451,  93.0, , , , ,28.9,0.2,53.6,10.5,0.0,0.0,6.8,50.3,49.7,47.0,76.6,38.0,73.7,10.3,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Emergence Academy,02810318,Public School,Springfield,MA,01105,"06,07,08,09,10",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Forest Park Middle,02810325,Public School,Springfield,MA,01108,"06,07,08",Springfield,02810000,Public School District,,,,,,,,     306,     334,     401,,,,,0.0,"   1,041",     231,22.2,     116,11.1,     257,24.7,     861,  82.7, , , , ,32.3,7.6,35.9,20.1,0.4,0.2,3.6,49.7,50.3,75.0,82.7,64.0,73.4,13.9,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Frank H Freedman,02810075,Public School,Springfield,MA,01109,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,,      37,      53,      43,      29,      24,      35,,,,,,,,0.0,     221,      40,18.1,      31,14.0,      31,14.0,     178,  80.5, , , , ,27.6,3.2,39.4,15.4,0.9,0.0,13.6,52.0,48.0,19.5,74.4,16.0,87.1,11.3,"    $123,004,732","  $53,558","  2,296.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
