School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type
Boston: Higginson-Lewis K-8 School,00350377,Public School,Roxbury,MA,02119,"03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Holmes Elementary School,00350138,Public School,Dorchester,MA,02124,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Horace Mann School for the Deaf Hard of Hearing,00350750,Public School,Allston,MA,02134,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Boston,00350000,Public School District
Boston: Hurley K-8 School,00350182,Public School,Boston,MA,02118,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Kennedy John F Elementary School,00350166,Public School,Jamaica Plain,MA,02130,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Kennedy Patrick J Elementary School,00350264,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Kenny Elementary School,00350328,Public School,Dorchester,MA,02122,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Kilmer K-8 School,00350190,Public School,West Roxbury,MA,02132,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: King Elementary School,00350376,Public School,Dorchester,MA,02121,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Lee Academy,00350001,Public School,Dorchester,MA,02124,"PK,K,01,02,03",Boston,00350000,Public School District
Boston: Lee K-8 School,00350183,Public School,Dorchester,MA,02124,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Lyndon K-8 School,00350262,Public School,West Roxbury,MA,02132,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Lyon High School,00350655,Public School,Brighton,MA,02135,"09,10,11,12",Boston,00350000,Public School District
Boston: Lyon K-8 School,00350004,Public School,Brighton,MA,02135,"K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Madison Park Technical Vocational High School,00350537,Public School,Roxbury,MA,02120,"09,10,11,12",Boston,00350000,Public School District
Boston: Manning Elementary School,00350184,Public School,Jamaica Plain,MA,02130,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Margarita Muniz Academy,00350549,Public School,Boston,MA,02130,"09,10,11,12",Boston,00350000,Public School District
Boston: Mario Umana Academy,00350656,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Mason Elementary School,00350304,Public School,Roxbury,MA,02119,"PK,K,01,02,03,04,05",Boston,00350000,Public School District
Boston: Mather Elementary School,00350227,Public School,Dorchester,MA,02122,"PK,K,01,02,03,04,05",Boston,00350000,Public School District
Boston: Mattahunt Elementary School,00350016,Public School,Mattapan,MA,02126,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: McKay K-8 School,00350080,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: McKinley Schools,00350363,Public School,Boston,MA,02116,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Boston,00350000,Public School District
Boston: Mendell Elementary School,00350100,Public School,Roxbury,MA,02119,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Mildred Avenue K-8 School,00350378,Public School,Mattapan,MA,02126,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Mozart Elementary School,00350237,Public School,Roslindale,MA,02131,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Murphy K-8 School,00350240,Public School,Dorchester,MA,02122,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: New Mission High School,00350542,Public School,Hyde Park,MA,02136,"07,08,09,10,11,12",Boston,00350000,Public School District
Boston: O'Bryant School of Math & Science,00350575,Public School,Roxbury,MA,02120,"07,08,09,10,11,12",Boston,00350000,Public School District
Boston: O'Donnell Elementary School,00350141,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Ohrenberger School,00350258,Public School,West Roxbury,MA,02132,"03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Orchard Gardens K-8 School,00350257,Public School,Roxbury,MA,02119,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Otis Elementary School,00350156,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Perkins Elementary School,00350231,Public School,South Boston,MA,02127,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Perry Elementary School,00350255,Public School,South Boston,MA,02127,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Philbrick Elementary School,00350172,Public School,Roslindale,MA,02131,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Quincy Elementary School,00350286,Public School,Boston,MA,02111,"PK,K,01,02,03,04,05",Boston,00350000,Public School District
Boston: Quincy Upper School,00350565,Public School,Boston,MA,02116,"06,07,08,09,10,11,12",Boston,00350000,Public School District
Boston: Roosevelt K-8 School,00350116,Public School,Hyde Park,MA,02136,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Russell Elementary School,00350366,Public School,Dorchester,MA,02125,"PK,K,01,02,03,04,05",Boston,00350000,Public School District
Boston: Shaw Elementary School,00350014,Public School,Dorchester,MA,02124,"PK,K,01,02,03,04",Boston,00350000,Public School District
Boston: Snowden International High School,00350690,Public School,Boston,MA,02116,"09,10,11,12",Boston,00350000,Public School District
Boston: Sumner Elementary School,00350052,Public School,Roslindale,MA,02131,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Taylor Elementary School,00350054,Public School,Mattapan,MA,02126,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: TechBoston Academy,00350657,Public School,Dorchester,MA,02124,"06,07,08,09,10,11,12",Boston,00350000,Public School District
Boston: Tobin K-8 School,00350229,Public School,Roxbury,MA,02120,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: Trotter Elementary School,00350370,Public School,Dorchester,MA,02121,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Tynan Elementary School,00350181,Public School,South Boston,MA,02127,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: UP Academy Holland,00350167,Public School,Dorchester,MA,02121,"PK,K,01,02,03,04,05",Boston,00350000,Public School District
Boston: Warren-Prescott K-8 School,00350346,Public School,Charlestown,MA,02129,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston: West Zone Early Learning Center,00350006,Public School,Jamaica Plain,MA,02130,"PK,K,01",Boston,00350000,Public School District
Boston: Winship Elementary School,00350374,Public School,Brighton,MA,02135,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Winthrop Elementary School,00350180,Public School,Dorchester,MA,02125,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District
Boston: Young Achievers K-8 School,00350380,Public School,Mattapan,MA,02126,"PK,K,01,02,03,04,05,06,07,08",Boston,00350000,Public School District
Boston Collegiate Charter (District): Boston Collegiate Charter School,04490305,Charter School,Dorchester,MA,02125,"05,06,07,08,09,10,11,12",Boston Collegiate Charter (District),04490000,Charter District
Boston Day and Evening Academy Charter (District): Boston Day and Evening Academy Charter School,04240505,Charter School,Roxbury,MA,02119,"09,10,11,12",Boston Day and Evening Academy Charter (District),04240000,Charter District
Boston Green Academy Horace Mann Charter School (District): Boston Green Academy Horace Mann Charter School,04110305,Charter School,Brighton,MA,02135,"06,07,08,09,10,11,12",Boston Green Academy Horace Mann Charter School (District),04110000,Charter District
Boston Preparatory Charter Public (District): Boston Preparatory Charter Public School,04160305,Charter School,Hyde Park,MA,02136,"06,07,08,09,10,11,12",Boston Preparatory Charter Public (District),04160000,Charter District
Boston Renaissance Charter Public (District): Boston Renaissance Charter Public School,04810550,Charter School,Hyde Park,MA,02136,"PK,K,01,02,03,04,05,06",Boston Renaissance Charter Public (District),04810000,Charter District
Bourne: Bourne High School,00360505,Public School,Bourne,MA,02532,"09,10,11,12",Bourne,00360000,Public School District
Bourne: Bourne Intermediate School,00360030,Public School,Bourne,MA,02532,"03,04,05",Bourne,00360000,Public School District
Bourne: Bourne Middle School,00360325,Public School,Bourne,MA,02532,"06,07,08",Bourne,00360000,Public School District
Bourne: Bournedale Elementary School,00360005,Public School,Bournedale,MA,02532,"PK,K,01,02",Bourne,00360000,Public School District
Boxford: Harry Lee Cole,00380005,Public School,Boxford,MA,01921,"PK,K,01,02",Boxford,00380000,Public School District
Boxford: Spofford Pond,00380013,Public School,Boxford,MA,01921,"03,04,05,06",Boxford,00380000,Public School District
Braintree: Archie T Morrison,00400033,Public School,Braintree,MA,02184,"K,01,02,03,04",Braintree,00400000,Public School District
Braintree: Braintree High,00400505,Public School,Braintree,MA,02184,"PK,09,10,11,12",Braintree,00400000,Public School District
Braintree: Donald Ross,00400050,Public School,Braintree,MA,02184,"K,01,02,03,04",Braintree,00400000,Public School District
Braintree: East Middle School,00400305,Public School,Braintree,MA,02184,"05,06,07,08",Braintree,00400000,Public School District
Braintree: Highlands,00400015,Public School,Braintree,MA,02184,"K,01,02,03,04,05",Braintree,00400000,Public School District
Braintree: Hollis,00400005,Public School,Braintree,MA,02184,"K,01,02,03,04",Braintree,00400000,Public School District
Braintree: Liberty,00400025,Public School,Braintree,MA,02184,"01,02,03,04,05",Braintree,00400000,Public School District
Braintree: Mary E Flaherty School,00400020,Public School,Braintree,MA,02184,"K,01,02,03,04",Braintree,00400000,Public School District
Braintree: Monatiquot Kindergarten Center,00400009,Public School,Braintree,MA,02184,K,Braintree,00400000,Public School District
Braintree: South Middle School,00400310,Public School,Braintree,MA,02184,"06,07,08",Braintree,00400000,Public School District
Brewster: Eddy Elementary,00410010,Public School,Brewster,MA,02631,"03,04,05",Brewster,00410000,Public School District
Brewster: Stony Brook Elementary,00410005,Public School,Brewster,MA,02631,"PK,K,01,02",Brewster,00410000,Public School District
Bridge Boston Charter School (District): Bridge Boston Charter School,04170205,Charter School,Roxbury,MA,02119,"PK,K,01,02,03,04,05,06,07,08",Bridge Boston Charter School (District),04170000,Charter District
Bridgewater-Raynham: Bridgewater Middle School,06250320,Public School,Bridgewater,MA,02324,"06,07,08",Bridgewater-Raynham,06250000,Public School District
Bridgewater-Raynham: Bridgewater-Raynham Regional,06250505,Public School,Bridgewater,MA,02324,"09,10,11,12",Bridgewater-Raynham,06250000,Public School District
Bridgewater-Raynham: Laliberte Elementary School,06250050,Public School,Raynham,MA,02767,"02,03,04",Bridgewater-Raynham,06250000,Public School District
Bridgewater-Raynham: Merrill Elementary School,06250020,Public School,Raynham,MA,02767,"K,01",Bridgewater-Raynham,06250000,Public School District
Bridgewater-Raynham: Mitchell Elementary School,06250002,Public School,Bridgewater,MA,02324,"PK,K,01,02",Bridgewater-Raynham,06250000,Public School District
Bridgewater-Raynham: Raynham Middle School,06250315,Public School,Raynham,MA,02767,"05,06,07,08",Bridgewater-Raynham,06250000,Public School District
Bridgewater-Raynham: Therapeutic Day School,06250415,Public School,Bridgewater,MA,02324,"05,06,07,08,09,10,11,12",Bridgewater-Raynham,06250000,Public School District
Bridgewater-Raynham: Williams Intermediate School,06250300,Public School,Bridgewater,MA,02324,"03,04,05",Bridgewater-Raynham,06250000,Public School District
Brimfield: Brimfield Elementary,00430005,Public School,Brimfield,MA,01010,"PK,K,01,02,03,04,05,06",Brimfield,00430000,Public School District
Bristol County Agricultural: Bristol County Agricultural High,09100705,Public School,Dighton,MA,02715,"09,10,11,12",Bristol County Agricultural,09100000,Public School District
Bristol-Plymouth Regional Vocational Technical: Bristol-Plymouth Vocational Technical,08100605,Public School,Taunton,MA,02780,"09,10,11,12",Bristol-Plymouth Regional Vocational Technical,08100000,Public School District
Brockton: Ashfield Middle School,00440421,Public School,Brockton,MA,02302,"06,07,08",Brockton,00440000,Public School District
Brockton: Barrett Russell Early Childhood Center,00440008,Public School,Brockton,MA,02301,"PK,K",Brockton,00440000,Public School District
Brockton: Brockton Champion High School,00440515,Public School,Brockton,MA,02301,"08,09,10,11,12",Brockton,00440000,Public School District
Brockton: Brockton High,00440505,Public School,Brockton,MA,02301,"09,10,11,12",Brockton,00440000,Public School District
Brockton: Brockton Virtual Learning Academy,00440705,Public School,Brockton,MA,02301,"K,01,02,03,04,05,06,07,08,09,10,11,12",Brockton,00440000,Public School District
Brockton: Brookfield,00440010,Public School,Brockton,MA,02302,"PK,K,01,02,03,04,05",Brockton,00440000,Public School District
Brockton: Downey,00440110,Public School,Brockton,MA,02302,"PK,K,01,02,03,04,05",Brockton,00440000,Public School District
Brockton: Dr W Arnone Community School,00440001,Public School,Brockton,MA,02301,"PK,K,01,02,03,04,05",Brockton,00440000,Public School District
Brockton: East Middle School,00440405,Public School,Brockton,MA,02302,"06,07,08",Brockton,00440000,Public School District
Brockton: Edgar B Davis,00440023,Public School,Brockton,MA,02302,"K,01,02,03,04,05,06,07,08",Brockton,00440000,Public School District
Brockton: Edison Academy,00440520,Public School,Brockton,MA,02301,"09,10,11,12",Brockton,00440000,Public School District
